Vieta;Data;Laikas;Dalyviu skaicius;Zuvusiuju skaicius;Suzeistuju skaicius;Dalyvavusiu transporto priemoniu skaicius;Apgadintu transporto priemoniu skaicius;Kelio reiksme;Dangos rusis;Dangos bukle;Paros metas;Meteorologines salygos;Kelio kreive;Atitvarai (1-yra, 0-nera);Sankryzos tipas;Tikslesnes vietos aplinkybes;Eismo ivykio dalyvio kategorija;Lytis;Gimimo data;Neigalumas (1 - taip, 0 - ne);Saugos dirzas;Vairuotojo kvalifikacija;Stazas;Blaivumas
Birzu r. sav.;2015-11-11;22:10:00;1;0;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1992-12-22;0;Uzsegtas;Neturi teises vairuoti;;Neblaivus
Birzu r. sav.;2015-11-29;17:19:00;3;0;2;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1987-01-12;0;;Atitinka;1;Blaivus
Birzu r. sav.;2015-12-24;15:45:00;3;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Moteris;1966-07-16;0;;Atitinka;26;Blaivus
Birzu r. sav.;2015-12-25;17:26:00;2;1;0;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;1989-05-01;0;;;;Blaivus
Druskininku sav.;2015-02-07;07:51:00;2;0;1;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Apledejusi;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1985-12-23;0;Uzsegtas;Atitinka;4;Blaivus
Druskininku sav.;2015-04-29;11:44:00;2;0;1;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1978-01-19;0;Uzsegtas;Atitinka;17;Blaivus
Druskininku sav.;2015-05-26;13:30:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1989-06-08;0;Uzsegtas;Atitinka;8;Blaivus
Druskininku sav.;2015-06-04;12:05:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1978-09-19;0;Uzsegtas;Atitinka;15;Blaivus
Druskininku sav.;2015-06-12;20:38:00;2;0;1;2;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Dviracio vairuotojas;Vyras;2005-11-29;0;;;;Blaivus
Druskininku sav.;2015-06-13;19:30:00;2;0;1;2;2;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Dviracio vairuotojas;Moteris;2002-03-06;0;;;;Blaivus
Druskininku sav.;2015-07-21;14:40:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1972-01-07;0;Uzsegtas;Atitinka;14;Neblaivus
Druskininku sav.;2015-08-05;08:45:00;3;0;1;3;3;Magistraliniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1983-05-28;0;Uzsegtas;Atitinka;12;Blaivus
Druskininku sav.;2015-08-18;22:00:00;2;0;1;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;;;;;;;
Druskininku sav.;2015-10-13;17:00:00;1;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1970-03-04;0;Uzsegtas;Atitinka;20;Neblaivus
Druskininku sav.;2015-10-20;16:33:00;1;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1986-09-30;0;Uzsegtas;Atitinka;9;Neblaivus
Druskininku sav.;2015-11-22;18:25:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1967-03-03;0;Uzsegtas;Atitinka;30;Blaivus
Elektrenu sav.;2015-01-15;17:08:00;2;0;2;1;1;Rajoniniai keliai;zvyrkelis;Sausa;Tamsus paros metas;Apsiniauke;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1994-05-31;0;Uzsegtas;Atitinka;2;Blaivus
Elektrenu sav.;2015-03-24;21:24:00;1;0;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1977-07-19;0;Uzsegtas;Atitinka;18;Blaivus
Elektrenu sav.;2015-04-09;17:43:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1962-07-24;0;Uzsegtas;Atitinka;1;Blaivus
Elektrenu sav.;2015-04-11;16:03:00;4;0;3;1;1;Magistraliniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1990-06-04;0;Uzsegtas;Atitinka;7;Blaivus
Elektrenu sav.;2015-04-29;08:10:00;1;0;1;1;1;Magistraliniai keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Lijundra;Tiesus horizontalus ruozas;1;;;Automobilio vairuotojas;Moteris;1985-01-04;0;Uzsegtas;Atitinka;6;Blaivus
Elektrenu sav.;2015-05-26;14:10:00;2;1;0;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Vingiuota nuokalne;0;;;Automobilio vairuotojas;Vyras;1929-02-28;0;Uzsegtas;Atitinka;50;Blaivus
Elektrenu sav.;2015-09-07;17:02:00;2;0;1;2;2;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Mopedo vairuotojas;Vyras;1995-11-06;0;;Neturi teises vairuoti;;Blaivus
Elektrenu sav.;2015-09-24;08:00:00;2;0;1;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Dviracio vairuotojas;Vyras;1954-01-25;0;;;;Neblaivus
Elektrenu sav.;2015-10-18;12:00:00;2;0;1;2;1;Krasto keliai;Be dangos;slapia;Diena;Apsiniauke;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1979-03-03;0;Uzsegtas;Atitinka;20;Blaivus
Elektrenu sav.;2015-12-07;20:45:00;2;0;1;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1980-01-01;0;;Neturi teises vairuoti;;Neblaivus
Ignalinos r. sav.;2015-01-01;17:00:00;2;0;1;1;0;Krasto keliai;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;1996-04-29;0;;;;Neblaivus
Ignalinos r. sav.;2015-01-09;18:00:00;5;1;2;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Apsnigta;Sutemos (prieblanda);Sniegas, krusa;Horizontalus vingis;0;;Miskas;Automobilio vairuotojas;Vyras;1959-04-20;0;Uzsegtas;Atitinka;27;Blaivus
Ignalinos r. sav.;2015-04-17;11:27:00;3;0;1;3;2;Krasto keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1958-11-06;0;;Atitinka;34;Blaivus
Ignalinos r. sav.;2015-09-19;13:30:00;2;0;2;1;1;Vietiniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Horizontalus vingis;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1989-08-31;0;Neuzsegtas;Atitinka;3;Blaivus
Ignalinos r. sav.;2015-10-27;06:10:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Rukas;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1961-01-05;0;Uzsegtas;Atitinka;30;Blaivus
Ignalinos r. sav.;2015-10-31;20:25:00;1;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Apledejusi;Tamsus paros metas;Giedra;Vingiuota nuokalne;0;;;Automobilio vairuotojas;Moteris;1959-02-24;0;Uzsegtas;Atitinka;36;Blaivus
Ignalinos r. sav.;2015-12-08;07:45:00;2;0;1;3;3;Krasto keliai;Asfaltbetonis, cementbetonis;Apledejusi;Sutemos (prieblanda);Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1959-12-01;0;;Atitinka;27;Blaivus
Jonavos r. sav.;2015-01-01;19:20:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesi ikalne;0;;;Pesciasis;Vyras;1959-01-01;0;;;;Blaivus
Jonavos r. sav.;2015-01-09;08:31:00;2;0;1;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Apsnigta;Diena;Sniegas, krusa;Tiesus horizontalus ruozas;1;;;Automobilio vairuotojas;Vyras;1949-08-01;0;Uzsegtas;Atitinka;28;Blaivus
Jonavos r. sav.;2015-01-10;18:52:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Apsnigta;Tamsus paros metas;Sniegas, krusa;Tiesi nuokalne;0;;;Automobilio vairuotojas;Vyras;1990-08-25;0;Uzsegtas;Atitinka;6;Blaivus
Jonavos r. sav.;2015-01-18;19:50:00;1;0;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Apledejusi;Tamsus paros metas;Rukas;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1978-07-14;0;Uzsegtas;Atitinka;11;Blaivus
Jonavos r. sav.;2015-01-19;07:28:00;2;0;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Apledejusi;Tamsus paros metas;Rukas;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1977-09-03;0;Uzsegtas;Atitinka;5;Blaivus
Jonavos r. sav.;2015-01-31;18:08:00;2;1;0;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;;;Pesciasis;Vyras;1955-08-29;0;;;;Blaivus
Jonavos r. sav.;2015-02-27;19:37:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1960-05-26;0;Uzsegtas;Atitinka;18;Blaivus
Jonavos r. sav.;2015-03-07;17:36:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1983-10-07;0;Uzsegtas;Atitinka;9;Blaivus
Jonavos r. sav.;2015-03-10;15:40:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Moteris;1970-09-19;0;Uzsegtas;Atitinka;27;Blaivus
Jonavos r. sav.;2015-04-25;17:26:00;2;0;1;2;2;;zvyrkelis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Kita teritorija;Automobilio vairuotojas;Vyras;1981-11-13;0;Uzsegtas;Neturi teises vairuoti;;Blaivus
Jonavos r. sav.;2015-05-03;16:14:00;1;0;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1996-04-19;0;Uzsegtas;Neturi teises vairuoti;;Blaivus
Jonavos r. sav.;2015-05-03;18:41:00;3;0;3;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1964-10-19;0;Uzsegtas;Atitinka;15;Blaivus
Jonavos r. sav.;2015-05-05;17:24:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Isvaziavimas is kiemo, automobiliu stovejimo aiksteles ir pan;Pesciasis;Vyras;2008-05-16;0;;;;Blaivus
Jonavos r. sav.;2015-05-11;20:36:00;2;0;2;2;2;;zvyrkelis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Laukas;Keturracio motociklo vairuotojas;Vyras;1978-09-20;0;;Neturi teises vairuoti;;Blaivus
Jonavos r. sav.;2015-05-14;14:35:00;2;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Giedra;Vingiuota nuokalne;1;;;Pesciasis;Vyras;2003-11-04;0;;;;Blaivus
Jonavos r. sav.;2015-05-14;17:45:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1990-01-25;0;Uzsegtas;Atitinka;6;Blaivus
Jonavos r. sav.;2015-06-01;18:36:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;1959-02-15;0;;;;Blaivus
Jonavos r. sav.;2015-06-01;20:34:00;3;0;2;3;2;Magistraliniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Vyras;1970-05-02;0;Uzsegtas;Atitinka;24;Blaivus
Jonavos r. sav.;2015-06-05;13:29:00;2;0;2;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Kita teritorija;Motociklo vairuotojas;Vyras;;0;;Atitinka;0;Blaivus
Jonavos r. sav.;2015-06-10;20:43:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesi ikalne;0;;;Pesciasis;Vyras;2008-12-27;0;;;;Blaivus
Jonavos r. sav.;2015-06-14;20:10:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Kiemas;Mopedo vairuotojas;Vyras;1999-02-02;0;;Neturi teises vairuoti;0;Blaivus
Jonavos r. sav.;2015-06-20;15:54:00;2;0;1;2;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;;;;;;;;
Jonavos r. sav.;2015-07-02;20:30:00;5;0;2;2;2;Magistraliniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;1;REGULIUOJAMA;;Automobilio vairuotojas;Vyras;1962-02-22;0;Uzsegtas;Atitinka;13;Neblaivus
Jonavos r. sav.;2015-07-16;19:38:00;3;0;2;3;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1995-07-27;0;Uzsegtas;Neturi teises vairuoti;;Blaivus
Jonavos r. sav.;2015-07-23;14:54:00;3;0;1;2;2;Magistraliniai keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1983-11-14;0;Uzsegtas;Atitinka;5;Blaivus
Jonavos r. sav.;2015-07-23;23:04:00;2;0;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Pesciasis;Vyras;1986-04-04;0;;;;Blaivus
Jonavos r. sav.;2015-07-27;09:56:00;1;0;1;1;1;;zvyrkelis;Sausa;Diena;Giedra;Vingiuota nuokalne;0;;Tiltas, estakada, viadukas;Automobilio vairuotojas;Moteris;1981-01-01;0;Uzsegtas;Atitinka;5;Blaivus
Jonavos r. sav.;2015-08-01;10:38:00;2;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1950-11-12;0;Uzsegtas;Atitinka;21;Blaivus
Jonavos r. sav.;2015-08-04;12:34:00;1;0;1;1;1;;zvyrkelis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Mopedo vairuotojas;Vyras;1961-05-08;0;;Neturi teises vairuoti;0;Neblaivus
Jonavos r. sav.;2015-08-12;14:01:00;1;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1959-04-17;0;Uzsegtas;Atitinka;18;Blaivus
Jonavos r. sav.;2015-08-22;14:35:00;3;0;1;3;3;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1980-03-02;0;Uzsegtas;Atitinka;6;Blaivus
Jonavos r. sav.;2015-08-25;12:49:00;4;0;2;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1982-12-22;0;Uzsegtas;Atitinka;9;Blaivus
Jonavos r. sav.;2015-08-27;06:58:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesi nuokalne;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1960-11-10;0;Uzsegtas;Atitinka;30;Blaivus
Jonavos r. sav.;2015-09-04;20:22:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesi nuokalne;0;NEREGULIUOJAMA;;Pesciasis;Moteris;1978-11-30;0;;;;Blaivus
Jonavos r. sav.;2015-09-14;18:00:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Keleivinio transporto sustojimo vieta;Dviracio vairuotojas;;;;;;;
Jonavos r. sav.;2015-09-16;17:50:00;2;0;1;2;;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Horizontalus vingis;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1968-10-10;0;Uzsegtas;Atitinka;21;Blaivus
Jonavos r. sav.;2015-09-20;13:33:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Dviracio vairuotojas;Moteris;1962-12-25;0;;;;Blaivus
Jonavos r. sav.;2015-09-29;11:00:00;2;0;1;2;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Isvaziavimas is kiemo, automobiliu stovejimo aiksteles ir pan;Automobilio vairuotojas;Vyras;1952-07-24;0;Uzsegtas;Atitinka;20;Blaivus
Jonavos r. sav.;2015-09-30;17:24:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1963-01-12;0;Uzsegtas;Atitinka;27;Blaivus
Jonavos r. sav.;2015-10-08;20:22:00;2;0;1;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Traktoriaus vairuotojas;Vyras;1972-08-08;0;;Neturi teises vairuoti;;Blaivus
Jonavos r. sav.;2015-10-14;20:54:00;2;0;1;2;1;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1993-10-18;0;Uzsegtas;Atitinka;3;Blaivus
Jonavos r. sav.;2015-10-20;17:57:00;2;0;2;1;1;Rajoniniai keliai;zvyrkelis;slapia;Sutemos (prieblanda);Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1999-01-31;0;Neuzsegtas;Neturi teises vairuoti;;Blaivus
Jonavos r. sav.;2015-10-21;13:12:00;3;0;1;2;2;Magistraliniai keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1988-04-26;0;Uzsegtas;Atitinka;10;Blaivus
Jonavos r. sav.;2015-10-22;13:43:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Pesciasis;Vyras;2006-08-07;0;;;;Blaivus
Jonavos r. sav.;2015-10-23;01:45:00;2;0;2;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1973-01-17;0;Uzsegtas;Neturi teises vairuoti;;Blaivus
Jonavos r. sav.;2015-11-04;18:06:00;2;1;0;2;1;Krasto keliai;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Pesciasis;Vyras;1935-05-15;0;;;;Blaivus
Jonavos r. sav.;2015-11-09;15:59:00;11;0;4;1;1;;zvyrkelis;slapia;Sutemos (prieblanda);Apsiniauke;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1987-05-11;0;Uzsegtas;Atitinka;3;Blaivus
Jonavos r. sav.;2015-11-09;22:32:00;2;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1976-04-14;0;Uzsegtas;Atitinka;21;Neblaivus
Jonavos r. sav.;2015-11-22;23:45:00;1;0;1;1;1;Magistraliniai keliai;Asfaltbetonis, cementbetonis;Apsnigta;Tamsus paros metas;Sniegas, krusa;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1969-04-06;0;;Atitinka;19;Blaivus
Jonavos r. sav.;2015-11-23;16:44:00;2;0;1;1;;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1963-04-29;0;;Atitinka;18;Blaivus
Jonavos r. sav.;2015-11-29;20:20:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1992-11-15;0;;Atitinka;3;Blaivus
Jonavos r. sav.;2015-12-02;12:22:00;4;0;1;2;2;Magistraliniai keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Giedra;Tiesus horizontalus ruozas;1;PRIE_SANKRYZOS;;Automobilio vairuotojas;Vyras;1975-01-13;0;;Atitinka;22;Blaivus
Jonavos r. sav.;2015-12-10;00:30:00;1;0;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesi nuokalne;0;;Tiltas, estakada, viadukas;Automobilio vairuotojas;Vyras;1994-07-10;0;;Atitinka;3;Blaivus
Jonavos r. sav.;2015-12-11;18:51:00;3;0;2;2;2;Magistraliniai keliai;Asfaltbetonis, cementbetonis;Apsnigta;Tamsus paros metas;Sniegas, krusa;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1974-12-12;0;Uzsegtas;Atitinka;20;Neblaivus
Joniskio r. sav.;2015-01-16;00:20:00;2;1;0;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1988-05-12;0;Neuzsegtas;Atitinka;8;Blaivus
Joniskio r. sav.;2015-02-13;18:00:00;2;0;1;1;;Magistraliniai keliai;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;Pesciuju pereja;Pesciasis;Vyras;2002-08-15;0;;;;Blaivus
Joniskio r. sav.;2015-05-13;15:30:00;3;0;1;1;1;Rajoniniai keliai;zvyrkelis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1993-10-19;0;Uzsegtas;Neturi teises vairuoti;;Neblaivus
Joniskio r. sav.;2015-06-17;07:10:00;1;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1992-09-18;0;Neuzsegtas;Neturi teises vairuoti;0;Neblaivus
Joniskio r. sav.;2015-09-23;17:40:00;2;0;1;2;1;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1971-02-03;0;Uzsegtas;Atitinka;20;Blaivus
Joniskio r. sav.;2015-09-28;19:57:00;2;0;1;2;1;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Sutemos (prieblanda);Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1986-10-24;0;Uzsegtas;Atitinka;10;Blaivus
Joniskio r. sav.;2015-10-02;19:34:00;2;1;0;2;2;Magistraliniai keliai;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Dviracio vairuotojas;Moteris;1974-09-21;0;;;;Blaivus
Joniskio r. sav.;2015-10-07;09:45:00;3;0;1;2;2;Magistraliniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1967-02-27;0;Uzsegtas;Atitinka;17;Blaivus
Joniskio r. sav.;2015-11-10;14:16:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1997-05-04;0;Uzsegtas;Atitinka;1;Blaivus
Joniskio r. sav.;2015-11-21;10:15:00;4;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1941-03-03;0;;Atitinka;50;Blaivus
Joniskio r. sav.;2015-12-04;17:16:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Moteris;1958-01-26;0;;Atitinka;22;Blaivus
