Vieta;Data;Laikas;Dalyviu skaicius;Zuvusiuju skaicius;Suzeistuju skaicius;Dalyvavusiu transporto priemoniu skaicius;Apgadintu transporto priemoniu skaicius;Kelio reiksme;Dangos rusis;Dangos bukle;Paros metas;Meteorologines salygos;Kelio kreive;Atitvarai (1-yra, 0-nera);Sankryzos tipas;Tikslesnes vietos aplinkybes;Eismo ivykio dalyvio kategorija;Lytis;Gimimo data;Neigalumas (1 - taip, 0 - ne);Saugos dirzas;Vairuotojo kvalifikacija;Stazas;Blaivumas
Vilniaus m. sav.;2015-08-07;16:52:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1976-05-03;0;Uzsegtas;Atitinka;24;Blaivus
Vilniaus m. sav.;2015-08-07;22:12:00;3;0;1;3;3;;Asfaltbetonis, cementbetonis;Sausa;Sutemos (prieblanda);Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Vyras;1959-04-02;0;;Atitinka;35;Blaivus
Vilniaus m. sav.;2015-08-11;02:03:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Pesciasis;Vyras;1957-04-05;0;;;;Neblaivus
Vilniaus m. sav.;2015-08-11;15:11:00;2;1;0;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1939-02-16;0;Uzsegtas;Atitinka;20;Blaivus
Vilniaus m. sav.;2015-08-11;17:00:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1990-01-15;0;Uzsegtas;Atitinka;1;Blaivus
Vilniaus m. sav.;2015-08-11;19:56:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Motociklo vairuotojas;Vyras;1979-07-31;0;;Atitinka;5;Blaivus
Vilniaus m. sav.;2015-08-12;10:56:00;2;0;1;2;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Horizontalus vingis;0;NEREGULIUOJAMA;;Dviracio vairuotojas;Vyras;1986-03-20;0;;;;Blaivus
Vilniaus m. sav.;2015-08-12;16:01:00;1;0;1;1;0;;Grindinys;Sausa;Diena;Giedra;Horizontalus vingis;0;;Kiemas;Dviracio vairuotojas;Vyras;1998-11-13;0;;;;Blaivus
Vilniaus m. sav.;2015-08-12;16:54:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1988-03-24;0;Uzsegtas;Atitinka;7;Blaivus
Vilniaus m. sav.;2015-08-12;18:21:00;2;0;2;1;0;;Be dangos;Sausa;Diena;Giedra;Horizontalus vingis;0;;;Dviracio vairuotojas;Vyras;1987-12-10;0;;;;Blaivus
Vilniaus m. sav.;2015-08-13;15:04:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1965-06-15;0;Uzsegtas;Atitinka;32;Blaivus
Vilniaus m. sav.;2015-08-14;13:10:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1992-08-30;0;Uzsegtas;Atitinka;1;Blaivus
Vilniaus m. sav.;2015-08-14;18:35:00;2;0;1;2;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Dviracio vairuotojas;Vyras;1960-07-21;0;;;;Neblaivus
Vilniaus m. sav.;2015-08-15;23:12:00;1;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Vingiuota nuokalne;0;;;Automobilio vairuotojas;Vyras;1995-05-31;0;Uzsegtas;Atitinka;0;Neblaivus
Vilniaus m. sav.;2015-08-16;10:08:00;1;0;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Vingiuota ikalne;0;;;Automobilio vairuotojas;Moteris;1995-09-19;0;Uzsegtas;Atitinka;1;Blaivus
Vilniaus m. sav.;2015-08-17;14:46:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesi nuokalne;0;NEREGULIUOJAMA;;Pesciasis;Vyras;1998-07-01;0;;;;Blaivus
Vilniaus m. sav.;2015-08-18;08:57:00;2;0;1;2;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Moteris;1974-02-08;0;Uzsegtas;Atitinka;23;Blaivus
Vilniaus m. sav.;2015-08-18;14:29:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1994-06-30;0;Uzsegtas;Neturi teises vairuoti;;Blaivus
Vilniaus m. sav.;2015-08-20;08:10:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Motociklo vairuotojas;Vyras;1990-04-13;0;;Atitinka;7;Blaivus
Vilniaus m. sav.;2015-08-20;16:42:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1965-04-26;0;Uzsegtas;Atitinka;32;Blaivus
Vilniaus m. sav.;2015-08-20;16:50:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1953-01-02;0;Uzsegtas;Atitinka;41;Blaivus
Vilniaus m. sav.;2015-08-21;00:54:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;PRIE_SANKRYZOS;;Automobilio vairuotojas;Vyras;1976-02-02;0;Uzsegtas;Atitinka;22;Blaivus
Vilniaus m. sav.;2015-08-23;15:13:00;4;0;2;4;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Dviracio vairuotojas;Vyras;1985-12-11;0;;;;Blaivus
Vilniaus m. sav.;2015-08-25;10:10:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1986-08-08;0;Uzsegtas;Atitinka;11;Blaivus
Vilniaus m. sav.;2015-08-25;17:57:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1956-07-13;0;Uzsegtas;Atitinka;10;Blaivus
Vilniaus m. sav.;2015-08-25;20:46:00;5;0;4;2;2;;Asfaltbetonis, cementbetonis;Sausa;Sutemos (prieblanda);Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Moteris;1962-03-14;0;Uzsegtas;Atitinka;11;Neblaivus
Vilniaus m. sav.;2015-08-26;09:09:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Moteris;1994-05-27;0;Uzsegtas;Atitinka;1;Blaivus
Vilniaus m. sav.;2015-08-26;12:49:00;2;0;1;1;1;;Grindinys;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Moteris;1981-12-02;0;Uzsegtas;Atitinka;10;Blaivus
Vilniaus m. sav.;2015-08-26;17:19:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Kita teritorija;Motociklo vairuotojas;Moteris;1990-08-22;0;;Neturi teises vairuoti;;Blaivus
Vilniaus m. sav.;2015-08-26;17:31:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1987-04-03;0;Uzsegtas;Atitinka;3;Blaivus
Vilniaus m. sav.;2015-08-26;17:52:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1986-08-19;0;Uzsegtas;Atitinka;10;Blaivus
Vilniaus m. sav.;2015-08-27;09:04:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1968-05-11;0;;Atitinka;25;Blaivus
Vilniaus m. sav.;2015-08-27;11:32:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1972-05-07;0;;Atitinka;16;Blaivus
Vilniaus m. sav.;2015-08-27;19:03:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1987-04-14;0;Uzsegtas;Atitinka;8;Blaivus
Vilniaus m. sav.;2015-08-28;09:43:00;4;0;2;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Horizontalus vingis;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1988-12-30;0;Uzsegtas;Atitinka;5;Blaivus
Vilniaus m. sav.;2015-08-28;12:13:00;2;0;1;2;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1975-11-03;0;Uzsegtas;Atitinka;17;Blaivus
Vilniaus m. sav.;2015-08-28;14:28:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1973-10-26;0;Uzsegtas;Atitinka;15;Blaivus
Vilniaus m. sav.;2015-08-29;08:20:00;3;0;2;3;3;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;PRIE_SANKRYZOS;;Automobilio vairuotojas;Vyras;1982-05-12;0;Uzsegtas;Atitinka;15;Blaivus
Vilniaus m. sav.;2015-08-29;13:19:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Pesciasis;Vyras;1977-08-01;0;;;;Neblaivus
Vilniaus m. sav.;2015-08-30;19:19:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Sutemos (prieblanda);Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1965-10-22;0;Uzsegtas;Atitinka;26;Blaivus
Vilniaus m. sav.;2015-08-30;19:40:00;2;1;0;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Pesciasis;Vyras;1973-05-16;0;;;;Neblaivus
Vilniaus m. sav.;2015-08-31;08:47:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1986-01-20;0;Uzsegtas;Atitinka;11;Blaivus
Vilniaus m. sav.;2015-08-31;21:20:00;3;0;2;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1971-09-07;0;Uzsegtas;Atitinka;25;Neblaivus
Vilniaus m. sav.;2015-09-01;15:42:00;2;0;1;1;;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Kita teritorija;Pesciasis;Vyras;1995-12-29;0;;;;Blaivus
Vilniaus m. sav.;2015-09-01;16:30:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1977-04-19;0;Uzsegtas;Atitinka;17;Blaivus
Vilniaus m. sav.;2015-09-02;17:06:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Moteris;1983-05-05;0;Uzsegtas;Atitinka;8;Blaivus
Vilniaus m. sav.;2015-09-02;17:24:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Mopedo vairuotojas;Moteris;1997-04-02;0;;Atitinka;0;Blaivus
Vilniaus m. sav.;2015-09-02;19:25:00;4;0;2;3;3;;Asfaltbetonis, cementbetonis;slapia;Sutemos (prieblanda);Lietus;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1997-11-27;0;Uzsegtas;Neturi teises vairuoti;0;Blaivus
Vilniaus m. sav.;2015-09-03;15:55:00;1;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Mopedo vairuotojas;Vyras;1994-02-02;0;;Atitinka;3;Blaivus
Vilniaus m. sav.;2015-09-04;08:36:00;2;0;2;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;PRIE_SANKRYZOS;;Automobilio vairuotojas;Vyras;1969-09-09;0;Uzsegtas;Atitinka;17;Blaivus
Vilniaus m. sav.;2015-09-04;13:42:00;3;0;1;3;3;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1993-12-02;0;Uzsegtas;Atitinka;3;Neblaivus
Vilniaus m. sav.;2015-09-04;21:43:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Sutemos (prieblanda);Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1986-12-31;0;Uzsegtas;Atitinka;8;Neblaivus
Vilniaus m. sav.;2015-09-04;22:38:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesi ikalne;0;PRIE_SANKRYZOS;Pesciuju pereja;Automobilio vairuotojas;Vyras;1982-11-04;0;Uzsegtas;Atitinka;10;Blaivus
Vilniaus m. sav.;2015-09-05;12:27:00;3;0;1;3;3;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1963-04-09;0;Uzsegtas;Atitinka;17;Blaivus
Vilniaus m. sav.;2015-09-05;20:48:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1956-01-05;0;Uzsegtas;Atitinka;28;Blaivus
Vilniaus m. sav.;2015-09-06;05:33:00;4;0;3;2;2;;Asfaltbetonis, cementbetonis;slapia;Sutemos (prieblanda);Apsiniauke;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Vyras;1988-11-23;0;Uzsegtas;Atitinka;8;Neblaivus
Vilniaus m. sav.;2015-09-06;21:04:00;4;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Sutemos (prieblanda);Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1960-11-22;0;Uzsegtas;Atitinka;34;Blaivus
Vilniaus m. sav.;2015-09-07;09:35:00;1;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Horizontalus vingis;0;PRIE_SANKRYZOS;;Automobilio vairuotojas;Vyras;1972-04-25;0;Uzsegtas;Atitinka;2;Blaivus
Vilniaus m. sav.;2015-09-07;10:18:00;3;0;2;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;PRIE_SANKRYZOS;;Automobilio vairuotojas;Moteris;1986-01-19;0;Uzsegtas;Atitinka;7;Blaivus
Vilniaus m. sav.;2015-09-09;07:52:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;2006-01-18;0;;;;Blaivus
Vilniaus m. sav.;2015-09-09;08:16:00;2;0;1;2;0;;zvyrkelis;slapia;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;;;;;;;
Vilniaus m. sav.;2015-09-10;08:53:00;7;0;3;6;6;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Vyras;1955-03-22;0;Uzsegtas;Atitinka;30;Blaivus
Vilniaus m. sav.;2015-09-10;17:41:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Moteris;1976-06-18;0;Uzsegtas;Atitinka;15;Blaivus
Vilniaus m. sav.;2015-09-12;23:00:00;1;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1972-02-26;0;Uzsegtas;Atitinka;34;Blaivus
Vilniaus m. sav.;2015-09-14;07:56:00;3;0;1;3;3;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1981-05-15;0;Uzsegtas;Atitinka;4;Blaivus
Vilniaus m. sav.;2015-09-15;22:10:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Moteris;1978-07-04;0;Uzsegtas;Atitinka;11;Blaivus
Vilniaus m. sav.;2015-09-16;16:52:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Pesciasis;Vyras;1971-04-06;0;;;;Blaivus
Vilniaus m. sav.;2015-09-16;17:00:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1969-02-11;0;;Atitinka;20;Blaivus
Vilniaus m. sav.;2015-09-17;08:23:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Moteris;1952-03-25;0;Uzsegtas;Atitinka;5;Blaivus
Vilniaus m. sav.;2015-09-18;16:21:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1988-05-07;0;Uzsegtas;Atitinka;11;Blaivus
Vilniaus m. sav.;2015-09-20;10:54:00;1;0;1;1;0;;Be dangos;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Motociklo vairuotojas;Vyras;1996-10-10;0;;Neturi teises vairuoti;;Blaivus
Vilniaus m. sav.;2015-09-20;19:18:00;3;0;2;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Horizontalus vingis;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1994-07-11;0;Uzsegtas;Atitinka;3;Blaivus
Vilniaus m. sav.;2015-09-20;22:57:00;1;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Vingiuota nuokalne;0;;;Automobilio vairuotojas;Moteris;1987-04-14;0;Uzsegtas;Atitinka;6;Blaivus
Vilniaus m. sav.;2015-09-21;06:51:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Sutemos (prieblanda);Lietus;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1961-09-01;0;Uzsegtas;Atitinka;19;Blaivus
Vilniaus m. sav.;2015-09-22;18:20:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Vyras;1960-09-22;0;Uzsegtas;Atitinka;17;Blaivus
Vilniaus m. sav.;2015-09-23;14:27:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Moteris;1947-05-20;0;Uzsegtas;Atitinka;12;Blaivus
Vilniaus m. sav.;2015-09-23;19:53:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1991-11-23;0;Uzsegtas;Atitinka;5;Blaivus
Vilniaus m. sav.;2015-09-23;20:08:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1989-02-06;0;Uzsegtas;Atitinka;10;Blaivus
Vilniaus m. sav.;2015-09-23;20:56:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1993-04-29;0;Uzsegtas;Neturi teises vairuoti;;Neblaivus
Vilniaus m. sav.;2015-09-24;10:00:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1948-07-30;0;;Atitinka;20;Blaivus
Vilniaus m. sav.;2015-09-24;13:24:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1972-12-18;0;Uzsegtas;Atitinka;20;Blaivus
Vilniaus m. sav.;2015-09-25;13:46:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;1934-08-16;0;;;;Blaivus
Vilniaus m. sav.;2015-09-25;16:29:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Horizontalus vingis;0;NEREGULIUOJAMA;;Motociklo vairuotojas;Vyras;1985-09-01;0;;Atitinka;10;Blaivus
Vilniaus m. sav.;2015-09-27;11:16:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1978-06-02;0;Uzsegtas;Atitinka;15;Blaivus
Vilniaus m. sav.;2015-09-30;08:58:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Rukas;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1976-10-21;0;Uzsegtas;Atitinka;22;Blaivus
Vilniaus m. sav.;2015-10-01;18:02:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;PRIE_SANKRYZOS;;Mopedo vairuotojas;Vyras;1998-09-15;0;;Atitinka;1;Blaivus
Vilniaus m. sav.;2015-10-02;11:02:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1937-06-03;0;Uzsegtas;Atitinka;56;Blaivus
Vilniaus m. sav.;2015-10-02;14:32:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesi ikalne;0;;Pesciuju pereja;Automobilio vairuotojas;Moteris;1968-02-17;0;Uzsegtas;Atitinka;16;Blaivus
Vilniaus m. sav.;2015-10-02;17:06:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1960-02-03;0;;Atitinka;30;Blaivus
Vilniaus m. sav.;2015-10-03;17:41:00;2;0;1;1;0;;Be dangos;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Mopedo vairuotojas;Vyras;1986-05-25;0;;Neturi teises vairuoti;;Blaivus
Vilniaus m. sav.;2015-10-04;15:23:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1961-07-15;0;Uzsegtas;Neturi teises vairuoti;;Neblaivus
Vilniaus m. sav.;2015-10-05;16:53:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1974-09-23;0;Uzsegtas;Atitinka;23;Blaivus
Vilniaus m. sav.;2015-10-06;15:37:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Vingiuota ikalne;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1994-02-19;0;Uzsegtas;Atitinka;2;Blaivus
Vilniaus m. sav.;2015-10-06;23:41:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1978-05-23;0;Uzsegtas;Atitinka;19;Neblaivus
Vilniaus m. sav.;2015-10-07;07:26:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Vyras;1948-01-19;0;Uzsegtas;Atitinka;48;Blaivus
Vilniaus m. sav.;2015-10-07;09:20:00;2;0;1;1;;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1989-10-23;0;Uzsegtas;Atitinka;10;Blaivus
Vilniaus m. sav.;2015-10-07;13:24:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1934-07-08;0;Uzsegtas;Atitinka;54;Blaivus
Vilniaus m. sav.;2015-10-08;08:46:00;2;0;1;1;0;;Grindinys;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1991-06-27;0;Neuzsegtas;Atitinka;6;Blaivus
Vilniaus m. sav.;2015-10-08;12:34:00;2;0;1;1;0;;Grindinys;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1987-09-02;0;Neuzsegtas;Neturi teises vairuoti;7;Blaivus
Vilniaus m. sav.;2015-10-08;14:55:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;2000-02-10;0;;;;Blaivus
